image_id,majority
TUPAC16_209.png,NMF
TUPAC16_210.png,NMF
TUPAC16_213.png,NMF
TUPAC16_219.png,NMF
TUPAC16_222.png,NMF
TUPAC16_223.png,NMF
TUPAC16_224.png,NMF
TUPAC16_226.png,NMF
TUPAC16_228.png,AMF
TUPAC16_230.png,NMF
TUPAC16_231.png,AMF
TUPAC16_232.png,NMF
TUPAC16_234.png,NMF
TUPAC16_236.png,NMF
TUPAC16_237.png,NMF
TUPAC16_238.png,NMF
TUPAC16_241.png,AMF
TUPAC16_244.png,NMF
TUPAC16_246.png,NMF
TUPAC16_248.png,NMF
TUPAC16_249.png,NMF
TUPAC16_250.png,NMF
TUPAC16_254.png,NMF
TUPAC16_255.png,NMF
TUPAC16_256.png,NMF
TUPAC16_257.png,NMF
TUPAC16_259.png,NMF
TUPAC16_260.png,NMF
TUPAC16_263.png,NMF
TUPAC16_264.png,NMF
TUPAC16_265.png,NMF
TUPAC16_6852.png,NMF
TUPAC16_6858.png,AMF
TUPAC16_6866.png,NMF
TUPAC16_9140.png,AMF
TUPAC16_14487.png,NMF
TUPAC16_14488.png,NMF
TUPAC16_14489.png,NMF
TUPAC16_14490.png,NMF
TUPAC16_14491.png,NMF
TUPAC16_14492.png,NMF
TUPAC16_14493.png,NMF
TUPAC16_14494.png,NMF
TUPAC16_14495.png,NMF
TUPAC16_14496.png,NMF
TUPAC16_14497.png,NMF
TUPAC16_14498.png,NMF
TUPAC16_270.png,NMF
TUPAC16_276.png,NMF
TUPAC16_282.png,NMF
TUPAC16_284.png,NMF
TUPAC16_285.png,NMF
TUPAC16_286.png,NMF
TUPAC16_287.png,NMF
TUPAC16_288.png,NMF
TUPAC16_289.png,NMF
TUPAC16_292.png,NMF
TUPAC16_6899.png,NMF
TUPAC16_359.png,NMF
TUPAC16_360.png,NMF
TUPAC16_362.png,NMF
TUPAC16_363.png,NMF
TUPAC16_367.png,NMF
TUPAC16_368.png,AMF
TUPAC16_369.png,NMF
TUPAC16_370.png,NMF
TUPAC16_371.png,NMF
TUPAC16_372.png,NMF
TUPAC16_373.png,NMF
TUPAC16_374.png,NMF
TUPAC16_378.png,AMF
TUPAC16_380.png,NMF
TUPAC16_385.png,NMF
TUPAC16_386.png,NMF
TUPAC16_387.png,NMF
TUPAC16_388.png,NMF
TUPAC16_389.png,AMF
TUPAC16_390.png,NMF
TUPAC16_391.png,NMF
TUPAC16_392.png,NMF
TUPAC16_396.png,NMF
TUPAC16_397.png,NMF
TUPAC16_400.png,NMF
TUPAC16_404.png,NMF
TUPAC16_406.png,NMF
TUPAC16_407.png,NMF
TUPAC16_409.png,NMF
TUPAC16_410.png,NMF
TUPAC16_416.png,NMF
TUPAC16_421.png,NMF
TUPAC16_422.png,NMF
TUPAC16_424.png,AMF
TUPAC16_425.png,NMF
TUPAC16_426.png,NMF
TUPAC16_428.png,NMF
TUPAC16_429.png,NMF
TUPAC16_431.png,NMF
TUPAC16_432.png,NMF
TUPAC16_434.png,NMF
TUPAC16_435.png,NMF
TUPAC16_436.png,NMF
TUPAC16_437.png,NMF
TUPAC16_438.png,NMF
TUPAC16_440.png,NMF
TUPAC16_443.png,NMF
TUPAC16_444.png,NMF
TUPAC16_445.png,NMF
TUPAC16_451.png,NMF
TUPAC16_453.png,NMF
TUPAC16_454.png,NMF
TUPAC16_461.png,NMF
TUPAC16_462.png,NMF
TUPAC16_463.png,NMF
TUPAC16_464.png,NMF
TUPAC16_467.png,NMF
TUPAC16_468.png,NMF
TUPAC16_469.png,NMF
TUPAC16_470.png,NMF
TUPAC16_471.png,NMF
TUPAC16_474.png,NMF
TUPAC16_475.png,NMF
TUPAC16_476.png,NMF
TUPAC16_477.png,NMF
TUPAC16_479.png,NMF
TUPAC16_481.png,NMF
TUPAC16_487.png,NMF
TUPAC16_488.png,NMF
TUPAC16_489.png,NMF
TUPAC16_490.png,NMF
TUPAC16_492.png,NMF
TUPAC16_493.png,NMF
TUPAC16_496.png,NMF
TUPAC16_498.png,NMF
TUPAC16_499.png,NMF
TUPAC16_500.png,NMF
TUPAC16_503.png,NMF
TUPAC16_505.png,NMF
TUPAC16_515.png,NMF
TUPAC16_517.png,NMF
TUPAC16_518.png,NMF
TUPAC16_521.png,NMF
TUPAC16_525.png,NMF
TUPAC16_526.png,NMF
TUPAC16_527.png,AMF
TUPAC16_529.png,NMF
TUPAC16_539.png,NMF
TUPAC16_546.png,NMF
TUPAC16_547.png,NMF
TUPAC16_550.png,NMF
TUPAC16_551.png,NMF
TUPAC16_552.png,NMF
TUPAC16_555.png,NMF
TUPAC16_556.png,NMF
TUPAC16_560.png,NMF
TUPAC16_561.png,NMF
TUPAC16_566.png,AMF
TUPAC16_567.png,AMF
TUPAC16_568.png,NMF
TUPAC16_569.png,NMF
TUPAC16_578.png,NMF
TUPAC16_581.png,AMF
TUPAC16_582.png,NMF
TUPAC16_583.png,NMF
TUPAC16_584.png,NMF
TUPAC16_585.png,AMF
TUPAC16_586.png,NMF
TUPAC16_587.png,NMF
TUPAC16_590.png,NMF
TUPAC16_591.png,NMF
TUPAC16_592.png,NMF
TUPAC16_593.png,AMF
TUPAC16_595.png,NMF
TUPAC16_596.png,NMF
TUPAC16_597.png,NMF
TUPAC16_599.png,NMF
TUPAC16_602.png,NMF
TUPAC16_607.png,NMF
TUPAC16_611.png,NMF
TUPAC16_612.png,NMF
TUPAC16_616.png,NMF
TUPAC16_617.png,NMF
TUPAC16_618.png,NMF
TUPAC16_625.png,AMF
TUPAC16_627.png,NMF
TUPAC16_630.png,NMF
TUPAC16_638.png,NMF
TUPAC16_639.png,AMF
TUPAC16_640.png,NMF
TUPAC16_643.png,NMF
TUPAC16_644.png,NMF
TUPAC16_645.png,NMF
TUPAC16_646.png,NMF
TUPAC16_647.png,NMF
TUPAC16_649.png,NMF
TUPAC16_650.png,NMF
TUPAC16_652.png,NMF
TUPAC16_653.png,NMF
TUPAC16_655.png,NMF
TUPAC16_656.png,NMF
TUPAC16_657.png,AMF
TUPAC16_658.png,NMF
TUPAC16_659.png,NMF
TUPAC16_660.png,NMF
TUPAC16_662.png,NMF
TUPAC16_664.png,NMF
TUPAC16_665.png,NMF
TUPAC16_666.png,NMF
TUPAC16_673.png,NMF
TUPAC16_674.png,NMF
TUPAC16_675.png,NMF
TUPAC16_683.png,NMF
TUPAC16_684.png,NMF
TUPAC16_685.png,NMF
TUPAC16_687.png,AMF
TUPAC16_688.png,NMF
TUPAC16_690.png,NMF
TUPAC16_694.png,NMF
TUPAC16_697.png,NMF
TUPAC16_698.png,NMF
TUPAC16_699.png,NMF
TUPAC16_703.png,NMF
TUPAC16_704.png,NMF
TUPAC16_705.png,NMF
TUPAC16_712.png,NMF
TUPAC16_713.png,NMF
TUPAC16_715.png,AMF
TUPAC16_716.png,NMF
TUPAC16_717.png,NMF
TUPAC16_721.png,AMF
TUPAC16_722.png,NMF
TUPAC16_727.png,AMF
TUPAC16_728.png,NMF
