epoch,learning_rate,loss,val_loss
0,9.999999747378752e-05,0.3157080411911011,0.17700886726379395
1,9.999999747378752e-05,0.25196516513824463,0.15901170670986176
2,9.999999747378752e-05,0.21411383152008057,0.18679217994213104
3,9.999999747378752e-05,0.20289479196071625,0.1518235206604004
4,9.999999747378752e-05,0.19505608081817627,0.1450573354959488
5,9.999999747378752e-05,0.18543218076229095,0.15236690640449524
6,9.999999747378752e-05,0.18599939346313477,0.17318183183670044
7,9.999999747378752e-05,0.17781122028827667,0.14281505346298218
8,9.999999747378752e-05,0.17566326260566711,0.17538213729858398
9,9.999999747378752e-05,0.16926485300064087,0.13629843294620514
10,9.999999747378752e-06,0.15576733648777008,0.124692901968956
11,9.999999747378752e-06,0.14185884594917297,0.12260322272777557
12,9.999999747378752e-06,0.12807203829288483,0.11535269767045975
13,9.999999747378752e-06,0.12122642993927002,0.11036816239356995
14,9.999999747378752e-06,0.11647018045186996,0.1019289568066597
15,9.999999747378752e-06,0.11170834302902222,0.0977635383605957
16,9.999999747378752e-06,0.10769298672676086,0.0954468697309494
17,9.999999747378752e-06,0.10560797899961472,0.09086916595697403
18,9.999999747378752e-06,0.10121097415685654,0.0888080969452858
19,9.999999747378752e-06,0.09884890168905258,0.08610554039478302
20,9.999999747378752e-06,0.09644102305173874,0.08673154562711716
21,9.999999747378752e-06,0.09409425407648087,0.08420280367136002
22,9.999999747378752e-06,0.09055965393781662,0.08568711578845978
23,9.999999747378752e-06,0.09160979837179184,0.08211083710193634
24,9.999999747378752e-06,0.09023496508598328,0.08281099051237106
25,9.999999747378752e-06,0.09032728523015976,0.08445316553115845
26,9.999999747378752e-06,0.08538984507322311,0.08357490599155426
27,9.999999747378752e-06,0.08410515636205673,0.08064048737287521
28,9.999999747378752e-06,0.08353079855442047,0.08127523958683014
29,9.999999747378752e-06,0.08124184608459473,0.10028111934661865
30,9.999999747378752e-06,0.07804661244153976,0.0952344611287117
31,9.999999747378752e-06,0.07918655127286911,0.08562958985567093
32,9.999999747378752e-06,0.07657400518655777,0.08311506360769272
33,9.999999974752427e-07,0.0744316428899765,0.07961179316043854
34,9.999999974752427e-07,0.0733865275979042,0.08038081973791122
35,9.999999974752427e-07,0.07232320308685303,0.0810980275273323
36,9.999999974752427e-07,0.07283802330493927,0.08314915746450424
37,9.999999974752427e-07,0.07009956240653992,0.08205018937587738
38,9.999999974752427e-07,0.07085447758436203,0.08408110588788986
39,1.0000000116860974e-07,0.07118815183639526,0.08308553695678711
40,1.0000000116860974e-07,0.07065507024526596,0.0838676393032074
41,1.0000000116860974e-07,0.07023721188306808,0.08395273238420486
42,1.0000000116860974e-07,0.07053002715110779,0.08353278040885925
43,1.0000000116860974e-07,0.07020633667707443,0.08396586775779724
44,1.0000000116860974e-07,0.07048109918832779,0.08416180312633514
45,1.0000000116860974e-07,0.06954655796289444,0.08410961925983429
