image_id,filename,majority
MIDOG21_6.png,002.tiff,NMF
MIDOG21_7.png,002.tiff,AMF
MIDOG21_9.png,002.tiff,NMF
MIDOG21_10.png,002.tiff,NMF
MIDOG21_13.png,002.tiff,NMF
MIDOG21_14.png,002.tiff,NMF
MIDOG21_17.png,002.tiff,NMF
MIDOG21_18.png,002.tiff,NMF
MIDOG21_20.png,002.tiff,NMF
MIDOG21_22.png,003.tiff,NMF
MIDOG21_25.png,003.tiff,NMF
MIDOG21_26.png,003.tiff,NMF
MIDOG21_29.png,003.tiff,NMF
MIDOG21_30.png,003.tiff,NMF
MIDOG21_31.png,003.tiff,NMF
MIDOG21_32.png,003.tiff,NMF
MIDOG21_34.png,003.tiff,NMF
MIDOG21_39.png,003.tiff,NMF
MIDOG21_40.png,003.tiff,NMF
MIDOG21_41.png,003.tiff,NMF
MIDOG21_46.png,004.tiff,NMF
MIDOG21_48.png,004.tiff,NMF
MIDOG21_60.png,004.tiff,NMF
MIDOG21_65.png,005.tiff,NMF
MIDOG21_66.png,005.tiff,AMF
MIDOG21_68.png,005.tiff,NMF
MIDOG21_80.png,006.tiff,NMF
MIDOG21_84.png,006.tiff,AMF
MIDOG21_90.png,006.tiff,AMF
MIDOG21_91.png,006.tiff,NMF
MIDOG21_92.png,006.tiff,NMF
MIDOG21_94.png,006.tiff,NMF
MIDOG21_106.png,007.tiff,NMF
MIDOG21_107.png,007.tiff,NMF
MIDOG21_108.png,007.tiff,NMF
MIDOG21_111.png,007.tiff,NMF
MIDOG21_112.png,007.tiff,NMF
MIDOG21_113.png,007.tiff,NMF
MIDOG21_114.png,007.tiff,AMF
MIDOG21_116.png,007.tiff,NMF
MIDOG21_118.png,007.tiff,NMF
MIDOG21_120.png,007.tiff,NMF
MIDOG21_124.png,007.tiff,AMF
MIDOG21_125.png,007.tiff,NMF
MIDOG21_127.png,007.tiff,NMF
MIDOG21_130.png,007.tiff,NMF
MIDOG21_131.png,007.tiff,AMF
MIDOG21_133.png,007.tiff,NMF
MIDOG21_134.png,007.tiff,NMF
MIDOG21_135.png,007.tiff,NMF
MIDOG21_139.png,007.tiff,AMF
MIDOG21_140.png,007.tiff,NMF
MIDOG21_141.png,007.tiff,NMF
MIDOG21_144.png,007.tiff,NMF
MIDOG21_147.png,008.tiff,NMF
MIDOG21_154.png,008.tiff,AMF
MIDOG21_155.png,008.tiff,NMF
MIDOG21_156.png,008.tiff,NMF
MIDOG21_162.png,008.tiff,NMF
MIDOG21_165.png,008.tiff,NMF
MIDOG21_168.png,009.tiff,NMF
MIDOG21_169.png,009.tiff,NMF
MIDOG21_171.png,009.tiff,NMF
MIDOG21_172.png,009.tiff,NMF
MIDOG21_193.png,010.tiff,NMF
MIDOG21_194.png,010.tiff,NMF
MIDOG21_196.png,010.tiff,AMF
MIDOG21_200.png,010.tiff,NMF
MIDOG21_201.png,010.tiff,NMF
MIDOG21_202.png,010.tiff,NMF
MIDOG21_204.png,010.tiff,NMF
MIDOG21_206.png,010.tiff,NMF
MIDOG21_211.png,010.tiff,NMF
MIDOG21_212.png,010.tiff,NMF
MIDOG21_213.png,010.tiff,NMF
MIDOG21_215.png,010.tiff,AMF
MIDOG21_216.png,010.tiff,NMF
MIDOG21_218.png,010.tiff,NMF
MIDOG21_223.png,011.tiff,NMF
MIDOG21_224.png,011.tiff,AMF
MIDOG21_225.png,011.tiff,AMF
MIDOG21_232.png,012.tiff,NMF
MIDOG21_238.png,012.tiff,NMF
MIDOG21_240.png,013.tiff,NMF
MIDOG21_241.png,013.tiff,NMF
MIDOG21_242.png,013.tiff,NMF
MIDOG21_243.png,013.tiff,AMF
MIDOG21_245.png,013.tiff,AMF
MIDOG21_246.png,013.tiff,NMF
MIDOG21_247.png,013.tiff,NMF
MIDOG21_248.png,013.tiff,NMF
MIDOG21_249.png,013.tiff,NMF
MIDOG21_250.png,013.tiff,NMF
MIDOG21_253.png,013.tiff,NMF
MIDOG21_254.png,013.tiff,AMF
MIDOG21_258.png,013.tiff,NMF
MIDOG21_259.png,013.tiff,NMF
MIDOG21_260.png,013.tiff,AMF
MIDOG21_262.png,013.tiff,NMF
MIDOG21_263.png,013.tiff,NMF
MIDOG21_268.png,013.tiff,NMF
MIDOG21_276.png,014.tiff,NMF
MIDOG21_278.png,014.tiff,AMF
MIDOG21_279.png,014.tiff,NMF
MIDOG21_281.png,014.tiff,NMF
MIDOG21_282.png,014.tiff,NMF
MIDOG21_285.png,014.tiff,NMF
MIDOG21_288.png,014.tiff,NMF
MIDOG21_294.png,014.tiff,NMF
MIDOG21_301.png,015.tiff,NMF
MIDOG21_303.png,015.tiff,NMF
MIDOG21_305.png,015.tiff,NMF
MIDOG21_310.png,016.tiff,AMF
MIDOG21_316.png,016.tiff,NMF
MIDOG21_319.png,016.tiff,NMF
MIDOG21_321.png,016.tiff,NMF
MIDOG21_327.png,016.tiff,NMF
MIDOG21_334.png,016.tiff,NMF
MIDOG21_343.png,017.tiff,NMF
MIDOG21_344.png,017.tiff,NMF
MIDOG21_345.png,017.tiff,NMF
MIDOG21_349.png,018.tiff,NMF
MIDOG21_352.png,018.tiff,NMF
MIDOG21_353.png,018.tiff,NMF
MIDOG21_362.png,020.tiff,NMF
MIDOG21_363.png,020.tiff,AMF
MIDOG21_365.png,020.tiff,NMF
MIDOG21_366.png,020.tiff,NMF
MIDOG21_368.png,020.tiff,NMF
