epoch,learning_rate,loss,val_loss
0,9.999999747378752e-05,0.34434154629707336,0.20700179040431976
1,9.999999747378752e-05,0.2606906294822693,0.26476702094078064
2,9.999999747378752e-05,0.23695403337478638,0.1683282107114792
3,9.999999747378752e-05,0.21028490364551544,0.21039548516273499
4,9.999999747378752e-05,0.19944962859153748,0.1652269810438156
5,9.999999747378752e-05,0.1959756314754486,0.15275175869464874
6,9.999999747378752e-05,0.1862732470035553,0.15283408761024475
7,9.999999747378752e-05,0.1781664490699768,0.19978736340999603
8,9.999999747378752e-05,0.17353567481040955,0.14906887710094452
9,9.999999747378752e-05,0.1746309995651245,0.1587662696838379
10,9.999999747378752e-06,0.1607096791267395,0.13113480806350708
11,9.999999747378752e-06,0.14126218855381012,0.12794248759746552
12,9.999999747378752e-06,0.12794820964336395,0.11710610240697861
13,9.999999747378752e-06,0.12380070239305496,0.11098816990852356
14,9.999999747378752e-06,0.1189384013414383,0.11049072444438934
15,9.999999747378752e-06,0.11297473311424255,0.10246987640857697
16,9.999999747378752e-06,0.10673748701810837,0.09879105538129807
17,9.999999747378752e-06,0.10819493979215622,0.09386848658323288
18,9.999999747378752e-06,0.10127070546150208,0.09881433844566345
19,9.999999747378752e-06,0.10063494741916656,0.09508557617664337
20,9.999999747378752e-06,0.09635911881923676,0.09583805501461029
21,9.999999747378752e-06,0.09392476826906204,0.11776333302259445
22,9.999999747378752e-06,0.09229125827550888,0.09084077924489975
23,9.999999747378752e-06,0.09308125823736191,0.0921478271484375
24,9.999999747378752e-06,0.0896255299448967,0.08477097004652023
25,9.999999747378752e-06,0.09187328815460205,0.08427833765745163
26,9.999999747378752e-06,0.08821796625852585,0.08845192193984985
27,9.999999747378752e-06,0.0879044458270073,0.08833703398704529
28,9.999999747378752e-06,0.0837976485490799,0.08713699877262115
29,9.999999747378752e-06,0.08301668614149094,0.08545258641242981
30,9.999999747378752e-06,0.08044381439685822,0.08479627221822739
31,9.999999974752427e-07,0.07679017633199692,0.08532026410102844
32,9.999999974752427e-07,0.07910796254873276,0.084379181265831
33,9.999999974752427e-07,0.07650440186262131,0.08553791791200638
