epoch,learning_rate,loss,val_loss
0,9.999999747378752e-05,0.37167415022850037,0.30869677662849426
1,9.999999747378752e-05,0.2620708644390106,0.18460944294929504
2,9.999999747378752e-05,0.2482289969921112,0.16047503054141998
3,9.999999747378752e-05,0.21728746592998505,0.15908308327198029
4,9.999999747378752e-05,0.20507857203483582,0.15798881649971008
5,9.999999747378752e-05,0.2028777152299881,0.1524510532617569
6,9.999999747378752e-05,0.1866038739681244,0.1599712371826172
7,9.999999747378752e-05,0.18124011158943176,0.14840547740459442
8,9.999999747378752e-05,0.17696388065814972,0.15192103385925293
9,9.999999747378752e-05,0.1733759492635727,0.19090518355369568
10,9.999999747378752e-06,0.16109907627105713,0.1349993646144867
11,9.999999747378752e-06,0.14422452449798584,0.1342296600341797
12,9.999999747378752e-06,0.13471275568008423,0.15363752841949463
13,9.999999747378752e-06,0.12515437602996826,0.11186399310827255
14,9.999999747378752e-06,0.11753182858228683,0.10501910746097565
15,9.999999747378752e-06,0.1113993301987648,0.09903142601251602
16,9.999999747378752e-06,0.10851415246725082,0.10167614370584488
17,9.999999747378752e-06,0.10571801662445068,0.09504470974206924
18,9.999999747378752e-06,0.10264531522989273,0.0912020355463028
19,9.999999747378752e-06,0.10155250877141953,0.09423637390136719
20,9.999999747378752e-06,0.09725861251354218,0.08481080830097198
21,9.999999747378752e-06,0.0964401364326477,0.08760880678892136
22,9.999999747378752e-06,0.09225282818078995,0.09838858246803284
23,9.999999747378752e-06,0.09271261096000671,0.08231652528047562
24,9.999999747378752e-06,0.0911879763007164,0.09120596200227737
25,9.999999747378752e-06,0.08900047093629837,0.08455578982830048
26,9.999999747378752e-06,0.0880284309387207,0.08817766606807709
27,9.999999747378752e-06,0.08735690265893936,0.08257174491882324
28,9.999999747378752e-06,0.08567492663860321,0.08032554388046265
29,9.999999747378752e-06,0.08501476794481277,0.08345060795545578
30,9.999999747378752e-06,0.08145347237586975,0.07970786094665527
31,9.999999747378752e-06,0.0841316431760788,0.0814686194062233
32,9.999999747378752e-06,0.08107191324234009,0.09164745360612869
33,9.999999747378752e-06,0.08089282363653183,0.0899665355682373
34,9.999999747378752e-06,0.07751279324293137,0.08058944344520569
35,9.999999747378752e-06,0.07770319283008575,0.08943701535463333
36,9.999999974752427e-07,0.07427457720041275,0.08331986516714096
37,9.999999974752427e-07,0.07275665551424026,0.08069995045661926
38,9.999999974752427e-07,0.07096405327320099,0.08108974993228912
39,9.999999974752427e-07,0.07250320911407471,0.08838216960430145
40,9.999999974752427e-07,0.07178875058889389,0.07980439066886902
41,1.0000000116860974e-07,0.07235036790370941,0.08176928013563156
42,1.0000000116860974e-07,0.07144905626773834,0.08183994889259338
43,1.0000000116860974e-07,0.07132728397846222,0.08167186379432678
44,1.0000000116860974e-07,0.06976589560508728,0.08230574429035187
45,1.0000000116860974e-07,0.07208054512739182,0.08182127773761749
46,1.0000000116860974e-07,0.07242607325315475,0.08242317289113998
47,1.0000000116860974e-07,0.07076732069253922,0.08227517455816269
48,1.0000000116860974e-07,0.07185694575309753,0.08192428946495056
49,1.0000000116860974e-07,0.07079470157623291,0.08229091018438339
50,1.0000000116860974e-07,0.07093385607004166,0.08251773566007614
51,1.0000000116860974e-07,0.0702839270234108,0.08261353522539139
52,1.0000000116860974e-07,0.07125862687826157,0.08209185302257538
53,1.0000000116860974e-07,0.07333581894636154,0.08150173723697662
54,1.0000000116860974e-07,0.07101703435182571,0.08214347064495087
55,1.0000000116860974e-07,0.0705069825053215,0.08247952163219452
56,1.0000000116860974e-07,0.07058132439851761,0.08250776678323746
57,1.0000000116860974e-07,0.07205003499984741,0.08275856077671051
58,1.0000000116860974e-07,0.07269936800003052,0.08213598281145096
59,1.0000000116860974e-07,0.0712597668170929,0.0822356566786766
60,1.0000000116860974e-07,0.07144174724817276,0.0824638307094574
61,1.0000000116860974e-07,0.0710887536406517,0.08212420344352722
62,1.0000000116860974e-07,0.07026155292987823,0.08217772841453552
